"X","FIPS","STNAME","CTYNAME","RNETMIG2013","RNETMIG2014","RNETMIG2015","RNETMIG2016","elec12","elec16","elec18","elect14to16","medAge16","medAge12","pct_for_born15","pct_bach_deg15","pct_non_white15","pct_unemp12","pct_unemp16","votes_gop_16","votes_dem_16","votes_total_16","repratio","State...County.Name","Poverty","MedianIncome"
198,19133,"Iowa","Monona County",0.9932130442,-4.79616307,1.350818934,-1.585683543,-3.3263239754,-4.0378146348,-3.89517379,-6.716462641,46.6,47.7,0.95,14.51,2.88,5.9,3.6,3115,1244,4525,68.8397790055249,"Monona County (IA)",12.8,"$47,371"
199,19135,"Iowa","Monroe County",-9.468635146,1.6314237309,0.1259445844,-9.395035866,12.6928503952,-17.1063026967,-2.946093895,-8.2655886677,42.4,42.1,2.29,17.23,5.19,4.9,4.5,2635,1053,3844,68.5483870967742,"Monroe County (IA)",12.5,"$49,402"
200,19137,"Iowa","Montgomery County",-9.072243709,1.9243721736,-19.18862319,-1.18349031,-8.583020632,-27.5199850354,-8.8532422363,0.1635702115,44.7,44.5,1.57,14.92,4.14,5.1,3.6,3431,1312,4998,68.6474589835934,"Montgomery County (IA)",12.9,"$47,197"
201,19139,"Iowa","Muscatine County",-0.955454831,-3.444183286,-1.976698216,-4.956658328,-4.254167403,-11.332994661,-7.574119983,-10.727992484,38,38.3,6.25,18.78,8.06,5.3,3.8,9549,8284,19086,50.0314366551399,"Muscatine County (IA)",10.8,"$57,583"
202,19141,"Iowa","O'Brien County",-7.375624978,0.8544269999,-6.507204405,1.8665422305,-11.613422986,-11.1618601526,-4.5319037003,2.1513512305,42.3,43.7,2.72,18.78,5.2,3.4,2.4,5735,1314,7348,78.0484485574306,"O'Brien County (IA)",10.1,"$50,607"
203,19143,"Iowa","Osceola County",3.6977491961,-2.727199807,-12.42536711,-10.60099486,-37.79946606,-22.0558125809,-9.893677072,-14.611582812,44.5,44.7,4.2,17.41,4.48,3.4,2.9,2528,552,3197,79.0741319987488,"Osceola County (IA)",10.5,"$55,375"
204,19145,"Iowa","Page County",-10.0586219,-1.419400626,2.196808167,-5.905256327,-9.3727706231,-15.186470686,-1.5630876662,-8.227911897,43.7,43.5,2.1,20.05,5.47,5.6,5.4,4875,1801,6968,69.9626865671642,"Page County (IA)",14.7,"$49,507"
205,19147,"Iowa","Palo Alto County",-8.240715641,-2.624815443,4.3816409245,-10.01926782,-5.359666594,-16.5031579795,-9.6956327711,-14.831429465,42.5,43.1,2.39,20,2.8,3.8,3.3,3079,1395,4674,65.875053487377,"Palo Alto County (IA)",10.3,"$50,642"
206,19149,"Iowa","Plymouth County",2.6124351915,-2.808763342,-1.806684734,8.9829324284,-9.280136789,6.9799195439,-6.684485186,4.6494118444,40.8,41.5,2.51,20.45,3.19,4.5,2.6,9659,2878,13057,73.9756452477598,"Plymouth County (IA)",8.4,"$66,070"
207,19151,"Iowa","Pocahontas County",0.9821804406,-1.126046872,-17.92191167,-14.04474046,-15.402235841,-32.1105185614,-13.8462334596,-15.45229905,46.3,47.8,2.5,17.44,3.49,3.7,2.7,2692,962,3831,70.2688593056643,"Pocahontas County (IA)",11.8,"$51,260"
208,19153,"Iowa","Polk County",10.022699844,10.03432334,6.7140332341,7.3134098641,12.3186759399,34.0844662822,12.3408925409,14.4035436551,35.3,34.9,8.67,35.78,14.62,4.7,3.4,93421,119671,228420,40.8987829437002,"Polk County (IA)",10.9,"$64,169"
209,19155,"Iowa","Pottawattamie County",-3.40181825,1.6224521592,0.6100105949,-3.269230769,-12.878248429,-4.4385862649,-5.388059514,-2.4311428987,39.3,38.9,3.53,20.2,5.55,4.6,3.1,24441,15341,42226,57.8814000852555,"Pottawattamie County (IA)",10.3,"$55,442"
210,19157,"Iowa","Poweshiek County",-2.785888404,3.4398430572,2.6867275658,-2.099200689,-5.9030746061,1.24148153,13.5438963956,-0.9705021859,40.2,40.9,3.17,24.57,5.17,4.2,3.1,4936,4272,9693,50.9233467450738,"Poweshiek County (IA)",11,"$52,408"
211,19159,"Iowa","Ringgold County",-6.00120024,0.604107934,8.8557914864,5.6219255095,-5.1159263887,9.0806246899,-2.618440814,5.8232948208,44.5,45.4,0.69,20.77,2.21,3.9,3.5,1820,753,2684,67.8092399403875,"Ringgold County (IA)",14.3,"$47,638"
212,19161,"Iowa","Sac County",-9.311540367,3.4867503487,-4.597471391,-12.8432017,-11.405409811,-23.2654631093,-6.356030935,-9.3564513513,46.3,46.9,0.87,19.72,2.1,3.8,2.7,3692,1269,5158,71.5781310585498,"Sac County (IA)",11.6,"$54,660"
213,19163,"Iowa","Scott County",6.563342756,1.6045771441,-0.827399751,-2.568647392,9.0849034549,4.7718727571,-1.30429619,-2.720906537,38,37.6,3.67,32.1,13.81,5.4,4.6,39083,40302,84878,46.0460896816607,"Scott County (IA)",13.4,"$56,208"
214,19165,"Iowa","Shelby County",-11.03632791,1.6823687752,-4.479377958,-7.935492129,-8.8353310347,-21.7688292218,-0.854262851,-7.2625446189,46.2,45.7,2.08,21.27,3.93,3.3,2.6,4340,1649,6270,69.2185007974482,"Shelby County (IA)",9,"$59,121"
215,19167,"Iowa","Sioux County",-0.726849833,-3.817787419,-3.803486529,-0.659649525,0.2020268469,-9.007773306,-15.2171804,-6.733402236,33.4,32.9,6.17,25.52,7.46,3,1.9,14761,2289,17989,82.055700705987,"Sioux County (IA)",7.3,"$66,605"
216,19169,"Iowa","Story County",14.87060849,15.806567265,4.4490182015,-1.385370897,15.2971142694,33.7408230595,5.100209672,4.519684252,25.9,25.8,8.87,48.29,11.98,3.1,2.2,19111,25085,48910,39.0738090370067,"Story County (IA)",19.2,"$55,561"
217,19171,"Iowa","Tama County",-3.492599697,-8.750215877,-6.197868397,-2.325040688,-13.634879768,-20.765724659,-20.297062445,-11.305525404,42.4,42.6,3.12,15.74,11.32,4.6,3.8,4968,3194,8636,57.5266327003242,"Tama County (IA)",12.1,"$50,468"
218,19173,"Iowa","Taylor County",-3.042677556,-8.224479923,11.908593499,-4.00160064,-8.914188792,-3.36016462,-4.8098707302,-14.80630956,42.4,43.9,3.4,14.5,4.12,4,2.7,2108,755,3003,70.1964701964702,"Taylor County (IA)",12.3,"$50,695"
219,19175,"Iowa","Union County",1.1905706802,3.0905777003,-12.37129859,-3.064269011,7.6461422285,-11.1544192205,-4.1088172551,-1.1623750416,41.2,41,1.71,14.7,2.63,4.2,3.5,3521,1920,5768,61.0436893203884,"Union County (IA)",13.2,"$47,422"
220,19177,"Iowa","Van Buren County",-4.031445273,-4.586537164,-10.89324619,-6.328243225,-16.509006917,-25.839471852,-32.52687493,-10.914780389,44.7,44,0.98,12.71,2.07,5.4,3.9,2524,843,3526,71.5825297787862,"Van Buren County (IA)",14.5,"$44,875"
221,19179,"Iowa","Wapello County",1.8889734698,-2.53739128,2.3965602312,-6.042210772,-8.493172086,-4.294068351,-7.9772467965,-12.131949844,39.6,40.1,7.78,16.76,7.99,6.5,6.8,8710,5591,14996,58.0821552413977,"Wapello County (IA)",16.6,"$41,312"
222,19181,"Iowa","Warren County",6.1328212039,7.2491936585,10.135731569,14.741663089,6.0952818421,38.2594095204,28.360828601,21.8437716588,38.3,38.7,1.2,28.18,3.17,4.3,3,14773,10371,26916,54.8855699212364,"Warren County (IA)",6.8,"$74,031"
223,19183,"Iowa","Washington County",-1.7331813,1.0914796371,2.2635188664,-3.884021317,7.8489227556,-2.2622041135,-3.6934663755,-3.6566297259,40.4,41.6,2.79,20.93,4.11,3.5,2.9,6170,3938,10824,57.0029563932003,"Washington County (IA)",9.9,"$57,315"
224,19185,"Iowa","Wayne County",5.5057417021,-3.291278113,-2.041777917,12.029370411,-10.6449381371,12.2020560831,-9.1725139393,8.738092298,42.2,44.9,0.58,13.95,2.33,5.2,3.7,2069,719,2921,70.8319068812051,"Wayne County (IA)",17.9,"$41,118"
225,19187,"Iowa","Webster County",0.9376088296,-6.74703977,-0.458727974,-8.184947286,-13.960372787,-14.4531062004,-14.15520913,-16.356660792,39.1,39.9,2.47,18.78,8.08,5.5,3.6,10049,6293,17239,58.2922443297175,"Webster County (IA)",14.3,"$48,013"
226,19189,"Iowa","Winnebago County",-12.55349501,8.769003479,5.9571651459,3.019722563,-20.152939145,5.1923961779,-8.237740645,11.6934107868,42.3,43.6,2.18,20.57,4.2,4.7,3.7,3437,1920,5717,60.1189435018366,"Winnebago County (IA)",10.5,"$52,953"
227,19191,"Iowa","Winneshiek County",-7.689001385,-6.645318181,2.7033550567,-16.62251817,-0.760045502,-28.2534826793,-18.395243017,-23.460454269,41.3,39.8,2.1,27.68,3.33,3.5,2.7,5332,5238,11217,47.5349915307123,"Winneshiek County (IA)",9.4,"$62,115"
228,19193,"Iowa","Woodbury County",-5.992004145,-6.099796185,-3.57421875,-4.856380826,-12.621948604,-20.522399906,-11.248540816,-12.950341148,35.6,35.2,8.93,21.11,14.78,4.9,3.4,24627,16102,42933,57.36147019775,"Woodbury County (IA)",13.3,"$51,877"
229,19195,"Iowa","Worth County",1.6016016016,9.3047986176,-5.312437745,-2.938819129,-8.758873869,2.6551433452,-5.362407901,6.233053794,44.3,44,0.74,15.38,2.8,4.6,3.3,2443,1523,4216,57.9459203036053,"Worth County (IA)",8.9,"$54,628"
230,19197,"Iowa","Wright County",-0.769201185,-5.33086105,-4.505204288,-1.791416777,-11.300160905,-12.3966833,-9.405815739,-8.435678375,44.1,44.4,5,17,5.33,4.6,3.7,3790,1890,5949,63.7081862497899,"Wright County (IA)",12.6,"$47,815"
231,26001,"Michigan","Alcona County",8.9957861844,0.952426306,2.5027674833,14.696640077,-4.476936884,27.1476200507,22.2404410159,15.4585811218,58.1,56.5,1.64,14.27,2.46,10.8,5.9,4201,1732,6179,67.9883476290662,"Alcona County (MI)",16.2,"$37,900"
232,26003,"Michigan","Alger County",3.4952073293,-1.596084273,-3.008811519,-7.619047619,-2.306559607,-8.7287360817,8.3255340072,-9.32153751,49.7,48.6,0.8,18.44,14.26,9.4,6.3,2585,1663,4513,57.2789718590738,"Alger County (MI)",13.9,"$43,693"
233,26005,"Michigan","Allegan County",1.378002076,7.9779917469,3.9297912463,3.7794973181,-8.190997992,17.0652823873,12.9146950226,11.154036964,39.8,39.8,3.27,21.51,5.53,6.2,3.2,33812,17932,55153,61.3058219861114,"Allegan County (MI)",9,"$58,311"
234,26007,"Michigan","Alpena County",-2.992930492,-0.449422665,-2.49973961,2.0217864924,-4.629870924,-3.9203062746,-2.902556865,1.4340799304,47.2,46.5,1.31,16.54,3.27,8.1,4.6,9090,4877,14688,61.8872549019608,"Alpena County (MI)",15.5,"$42,332"
235,26009,"Michigan","Antrim County",-0.603903807,3.4149609873,-1.212698688,4.6847550264,-6.074351591,6.2831135187,19.2462422149,7.8835792424,50.7,48.9,1.92,25.32,3.92,9.5,5.4,8469,4448,13572,62.4005305039788,"Antrim County (MI)",11.7,"$50,356"
236,26011,"Michigan","Arenac County",1.4235796558,0.7160059884,1.5023351514,-5.979957286,-12.680888212,-2.3380364904,5.7863303998,-5.3290427511,49.8,48,0.78,11.66,3.55,10.8,6.6,4704,2238,7457,63.0816682311922,"Arenac County (MI)",16.5,"$43,339"
237,26013,"Michigan","Baraga County",0.6879156157,-4.031097034,-6.035633451,0,-7.9795183915,-9.3788148693,-14.826936309,-4.606968039,45,43.3,1.57,13.12,26.23,11.7,6.6,2158,1156,3486,61.9047619047619,"Baraga County (MI)",16.5,"$44,187"
238,26015,"Michigan","Barry County",0.1016045045,1.3684859646,0.3875054756,4.8823455392,-5.932052752,6.7399414839,21.1373340028,6.0311979539,42.9,42.2,1.39,19.2,3.63,5.9,3.3,19197,9109,30265,63.42970427887,"Barry County (MI)",8.4,"$60,818"
239,26017,"Michigan","Bay County",-0.467799052,-6.351383728,-5.005985417,-5.873659118,-5.374933999,-17.698827315,-2.169342415,-12.394162531,43.4,42.3,1.39,18.29,5.51,7.5,4.4,28327,21641,52932,53.5158316330386,"Bay County (MI)",15.2,"$45,731"
240,26019,"Michigan","Benzie County",4.6136101499,10.280266483,-1.376659879,11.909192408,-3.5530218684,25.4264091619,17.4020642992,22.36175386,49.5,48,1.41,24.15,3.99,8.6,4.5,5539,4108,10221,54.1923490852167,"Benzie County (MI)",10.8,"$50,323"
241,26021,"Michigan","Berrien County",-4.316353545,-1.935109747,-5.568057609,-3.824981263,-3.731594817,-15.644502164,-1.186248755,-8.329557926,42.1,41.4,6.14,26.07,21.91,7.9,4.3,38646,29496,71882,53.7631117665062,"Berrien County (MI)",16.7,"$47,237"
242,26023,"Michigan","Branch County",-7.141058799,0.481000481,-2.72361073,-5.462286127,-35.520924954,-14.845955175,-0.1655473062,-6.149429671,40.7,40.3,2.54,13.5,5.32,8.3,4.8,11025,4740,16490,66.8587022437841,"Branch County (MI)",16.8,"$48,321"
243,26025,"Michigan","Calhoun County",-1.469453185,-1.268701288,-5.164387277,-0.543338705,-11.838585335,-8.445880455,-2.128241878,-4.230733675,39.7,39.7,3.28,20.11,17.27,7.3,4.2,31489,24154,58786,53.5654747729051,"Calhoun County (MI)",16.8,"$46,423"
244,26027,"Michigan","Cass County",-2.418239328,-0.794981919,-3.284550949,-0.311805745,-7.747683436,-6.809577941,10.4916784239,-1.223126481,45.1,43.7,1.48,16.92,11.75,7.4,4.2,14241,7270,23272,61.1937091784118,"Cass County (MI)",12.9,"$51,530"
245,26029,"Michigan","Charlevoix County",3.7373910722,2.1727115058,1.9073413569,1.259181532,11.1678931342,9.0766254669,6.4450181666,2.2502429206,48.3,46.5,1.79,27.87,4.83,9.1,4.2,8674,5137,14567,59.5455481567927,"Charlevoix County (MI)",11.5,"$52,944"
246,26031,"Michigan","Cheboygan County",-2.143664497,5.7802339433,-4.977464237,5.8219582235,-3.356943814,4.4810634328,12.0021856586,11.4850252625,50.8,48.5,1.16,18.14,6.81,6.9,4.6,8680,4302,13647,63.6037224298381,"Cheboygan County (MI)",18,"$41,667"
247,26033,"Michigan","Chippewa County",-11.14249236,-7.864378532,-6.953373042,-7.054347539,9.6377753934,-33.014591473,-3.1123325649,-16.038488577,39.9,39.3,2.72,19.12,28.44,8,5.4,9120,5378,15434,59.0903200725671,"Chippewa County (MI)",16,"$43,683"
248,26035,"Michigan","Clare County",-4.202775787,5.9682995238,-0.358650821,-4.131418454,-1.0119534643,-2.7245455382,18.6122744679,1.739040094,47.4,46.1,1.35,11.63,3.52,9.9,6,8507,4250,13385,63.5562196488607,"Clare County (MI)",21.7,"$37,646"
249,26037,"Michigan","Clinton County",5.5823560942,0.1170495705,-1.909351275,5.0442014318,4.1602018362,8.8342558215,16.18964039,4.1078048678,40.5,39.4,2.89,29.73,6.4,5.4,3.2,21635,16490,40564,53.3354698747658,"Clinton County (MI)",8.4,"$66,396"
250,26039,"Michigan","Crawford County",-0.718700589,-6.37242478,10.726969631,-2.606901046,-1.0073795478,1.028943216,18.2653932015,-9.55863717,50.4,48.7,1.73,17.15,3.75,10.4,6.3,4354,2110,6833,63.7201814722669,"Crawford County (MI)",21.4,"$39,208"
251,26041,"Michigan","Delta County",-0.162961555,-5.123802516,-2.602811036,-3.580428825,-1.840987292,-11.470003932,-3.0414086254,-8.731485609,47.1,46.2,1.29,18.87,5.84,8.2,4.9,11112,6431,18467,60.1721990577787,"Delta County (MI)",14.3,"$43,835"
252,26043,"Michigan","Dickinson County",-3.449333129,-3.120665742,-4.965763389,-4.301748074,6.1264714684,-15.837510334,-2.593842632,-7.422413816,46.6,46,1.31,22.37,3.4,7.2,4.3,8580,3923,13140,65.296803652968,"Dickinson County (MI)",12.8,"$46,094"
253,26045,"Michigan","Eaton County",1.2299099299,1.5120503033,-1.546199616,2.928997071,-1.871825521,4.1247576882,3.2503717043,3.0857339927,41.1,40.9,3.22,24.74,12.88,6.1,3.4,27608,24534,55686,49.5779908774198,"Eaton County (MI)",11.2,"$57,807"
254,26047,"Michigan","Emmet County",4.897487376,3.7625354634,1.0320543953,0.6991625249,5.1005929011,10.3912397596,15.0499011702,4.0672386252,45.3,43.8,1.74,33.24,7.53,9.5,4.5,10616,6972,18774,56.5462874187706,"Emmet County (MI)",11.8,"$51,122"
255,26049,"Michigan","Genesee County",-7.814814326,-8.193100318,-6.101989705,-4.662112767,-20.83218274,-26.772017116,-5.653200953,-13.379050083,40.4,39.4,2.34,19.32,25.23,9.3,4.9,84174,102744,196135,42.9163586305351,"Genesee County (MI)",20.3,"$44,174"
256,26051,"Michigan","Gladwin County",4.6181241806,0.3916883727,-8.675078864,0.794044665,0.862960079900001,-2.8712216457,16.1623537774,1.1073953632,50,48.6,0.93,12.31,2.42,10.2,5.5,8124,3794,12472,65.1379089159718,"Gladwin County (MI)",18,"$41,251"
257,26053,"Michigan","Gogebic County",-1.502676643,-3.979785218,-9.906685415,-6.93027624,-9.3900629334,-22.319423516,-4.9666369327,-11.225917428,48.6,47.8,1.33,18.29,9.11,9.6,5.3,4019,2925,7313,54.9569260221523,"Gogebic County (MI)",20.4,"$36,429"
258,26055,"Michigan","Grand Traverse County",8.9239899159,6.3995932556,6.7982828853,3.825425456,22.1456206847,25.9472915128,5.4379668184,9.9818562735,42.5,41.8,2.28,31.49,5.42,6.9,3.5,27412,20964,51460,53.2685581033813,"Grand Traverse County (MI)",10,"$57,367"
259,26057,"Michigan","Gratiot County",0.4290362178,-10.69634142,-2.222732269,-7.634144562,-12.06261974,-20.1241820332,-5.3555466129,-18.546331432,39.4,39.1,1.46,14.07,8.9,7.7,4.3,9878,5665,16442,60.0778494100474,"Gratiot County (MI)",18.8,"$42,642"
260,26059,"Michigan","Hillsdale County",-4.459694966,-7.322266643,-2.09161719,-3.426638293,-11.145720761,-17.300217092,-3.4501029997,-10.814088319,42.3,41.5,0.88,15.54,2.85,8.6,5.1,14094,4799,19880,70.8953722334004,"Hillsdale County (MI)",14.5,"$49,049"
261,26061,"Michigan","Houghton County",-2.2611799,-6.480721903,-5.580679303,3.8506497972,-1.6051282935,-10.4719313088,-6.440752517,-7.2786911928,32.8,32.6,4.57,31.07,6.38,7.2,4.8,8475,6018,15623,54.2469436087819,"Houghton County (MI)",20.2,"$38,603"
262,26063,"Michigan","Huron County",-2.009087256,-1.866455135,-2.664702102,-4.902038299,-10.728539456,-11.442282792,0.0387643215,-7.110676876,48.7,47.6,1.48,14.13,2.52,6.2,3.8,10629,4579,15848,67.0683997980818,"Huron County (MI)",14.2,"$44,845"
263,26065,"Michigan","Ingham County",-2.149294961,1.0811323106,1.3407306284,5.5310558737,-0.9235084983,5.8036238517,1.3348265099,-0.6222718553,31.9,31.5,8.73,37.25,24.49,7.1,3.8,44354,81266,133478,33.2294460510346,"Ingham County (MI)",20.1,"$49,387"
264,26067,"Michigan","Ionia County",-2.127210304,0.9982919848,-6.267686335,-1.138756727,-8.487802587,-8.5353613812,-4.251586397,-0.1560630545,38.2,37.6,1.44,14.93,8.92,7.4,3.6,16374,8206,26364,62.1074192080109,"Ionia County (MI)",14.5,"$50,383"
265,26069,"Michigan","Iosco County",6.4474279087,5.8215002163,3.6646635799,5.1769448122,-1.5067976467,21.1105365171,7.8001287707,10.762438263,52.8,51.9,2.29,16.13,3.85,9.1,5.7,8344,4344,13349,62.5065547981122,"Iosco County (MI)",18.2,"$39,721"
266,26071,"Michigan","Iron County",2.861726575,-4.115046185,4.4130626655,-3.736987276,-2.6257093114,-0.577244220499999,11.6854842309,-7.939587635,54.3,52.8,1.67,19.25,3.43,7.7,4.8,3675,2004,5910,62.1827411167513,"Iron County (MI)",15.4,"$38,913"
267,26073,"Michigan","Isabella County",-9.383273357,-5.27358504,6.3032815395,5.2782332698,0.1185845873,-3.0753435877,-14.291342779,-3.5300790402,27.3,25.6,3.3,27.31,11.44,6.4,4.2,12338,11404,25344,48.6821338383838,"Isabella County (MI)",23.4,"$42,924"
268,26075,"Michigan","Jackson County",-2.872313464,-2.256529833,-2.001700504,-6.189922957,-4.2713000737,-13.320466758,2.2771843546,-8.954172003,41,40.4,1.58,20.01,12.45,7.7,4.4,39793,25795,69567,57.2009717250995,"Jackson County (MI)",13.6,"$50,809"
269,26077,"Michigan","Kalamazoo County",3.2614271865,2.2507210249,-1.037252399,1.9077486455,9.9310992063,6.3826444579,6.6548132662,2.1595504813,34.3,33.8,4.68,35.09,18.37,6.5,3.7,51031,67142,125966,40.5117253862153,"Kalamazoo County (MI)",16.6,"$53,370"
270,26079,"Michigan","Kalkaska County",10.528152629,5.829389357,-5.719733079,4.9233977237,0.5208569307,15.5612066307,33.331610763,10.060186365,44.4,43.8,1.38,12.74,3.74,9.5,5.4,6213,2279,8920,69.652466367713,"Kalkaska County (MI)",15.3,"$48,426"
271,26081,"Michigan","Kent County",6.4586357039,4.43850591,2.8326981963,3.9399608658,6.8286462879,17.669800676,3.1178528135,5.7379777917,35.1,34.6,7.83,33.25,18.76,6,3.2,147959,138567,306270,48.3099879191563,"Kent County (MI)",12.1,"$59,649"
272,26083,"Michigan","Keweenaw County",-8.354606637,15.291936979,-24.66837328,10.323791647,1.8378095983,-7.407251291,-10.3400040821,25.615728626,55.9,53,1.05,22.8,1.64,9.5,5,814,527,1429,56.962911126662,"Keweenaw County (MI)",12.3,"$42,799"
273,26085,"Michigan","Lake County",-0.787780647,6.8463091372,31.442182763,16.898059695,4.1016463601,54.3987709482,11.831262284,22.6033173093,52.5,51.5,1.21,9.38,12.54,12,6,3159,1939,5328,59.2905405405405,"Lake County (MI)",21.9,"$33,708"
274,26087,"Michigan","Lapeer County",0.7026491004,-1.076566546,2.1632518999,-1.415636555,-1.815226661,0.3736978993,0.6909902557,-2.934161999,43.9,42.6,2.75,17.49,4.25,10.8,5.6,30037,12734,45126,66.5625138501086,"Lapeer County (MI)",10.8,"$56,079"
275,26089,"Michigan","Leelanau County",7.7920865995,9.4705322532,5.1346100472,-3.522269083,-11.5368190421,18.8749598169,16.4475561079,5.2983246822,53.9,51.8,3.05,39.98,7.36,6.3,3.6,7239,6774,14757,49.0546859117707,"Leelanau County (MI)",8.1,"$62,174"
276,26091,"Michigan","Lenawee County",-2.36594256,-1.457932571,-3.236574304,1.5034233356,-9.043088328,-5.5570260994,-2.957509505,-0.3898640994,41.7,40.9,1.97,19.24,7.62,7.1,4.3,26428,16750,45895,57.5836147728511,"Lenawee County (MI)",12.5,"$52,738"
277,26093,"Michigan","Livingston County",5.5699072409,5.1767786048,6.7879737496,5.3117881246,5.5204845859,22.8464477199,11.3360883405,10.0071317285,43.2,41.9,2.89,33.56,3.62,7.5,4.1,65665,34378,105577,62.1963116966764,"Livingston County (MI)",5.8,"$79,388"
278,26095,"Michigan","Luce County",6.781228327,-10.99667002,3.1150221945,-6.73611655,-13.920244813,-7.8365360485,3.2855103321,-18.66208263,44.6,43.8,0.97,12.35,19.56,9.9,5.2,1756,681,2576,68.167701863354,"Luce County (MI)",20.9,"$41,881"
279,26097,"Michigan","Mackinac County",-0.452755014,3.5430388372,-10.4467354,-2.971354288,5.706587198,-10.3278058648,14.3205934928,-1.881188492,51.9,50.2,1.97,18.34,24.68,5.5,3.7,3740,2085,6088,61.4323258869908,"Mackinac County (MI)",13.7,"$42,887"
280,26099,"Michigan","Macomb County",7.9724175911,5.5135784368,2.0508725178,3.2886825372,7.6608609198,18.8255510829,5.2712350924,5.6478243863,41,40.6,10.56,23.33,16.81,9.6,5.2,224589,176238,418773,53.6302483684478,"Macomb County (MI)",11,"$60,175"
281,26101,"Michigan","Manistee County",-1.139438826,2.2501329624,7.1639102669,2.7832920615,12.8026527211,11.0578964648,10.0169782435,4.7879559735,49.1,48,1.32,19.68,8.22,8.9,4.9,6915,4979,12598,54.8896650261946,"Manistee County (MI)",14.2,"$46,851"
282,26103,"Michigan","Marquette County",-0.855457227,0.7672672008,-5.773843011,-11.46153214,9.7893455588,-17.3235651772,0.9467561198,-11.432021863,39.3,38.9,1.56,28.77,6.63,6.5,5.2,14646,16042,32897,44.5207769705444,"Marquette County (MI)",15.1,"$50,681"
283,26105,"Michigan","Mason County",2.0932910023,5.2614157041,1.461555861,3.4049649949,2.5837507553,12.2212275623,11.8055208439,8.3179425729,46.3,45.6,1.74,20.19,5,7.9,4.2,8505,5281,14658,58.0229226361031,"Mason County (MI)",15.3,"$46,624"
284,26107,"Michigan","Mecosta County",-6.755043228,-1.804406917,-4.407176739,2.7139559968,12.261350759,-10.2526708872,7.309449956,-0.5941233512,36.4,34.4,2.46,22.7,6.98,8.6,4.5,10305,5827,17149,60.0909674033471,"Mecosta County (MI)",20.7,"$41,759"
285,26109,"Michigan","Menominee County",2.7819929186,-5.885217097,-0.383125452,-7.672195791,-3.523091785,-11.1585454214,-4.0176933242,-13.345714431,48.8,47.2,0.76,15.15,5.28,7,4.8,6704,3539,10765,62.2758941012541,"Menominee County (MI)",13,"$42,306"
286,26111,"Michigan","Midland County",-1.852294455,-4.248342548,-0.51464648,-3.736303215,-3.307251865,-10.351586698,-3.350056571,-9.480541026,41.6,40.9,3.93,32.45,6.35,6.9,4,23877,15655,42379,56.3415842752307,"Midland County (MI)",9.5,"$58,526"
287,26113,"Michigan","Missaukee County",1.7962876721,-5.594033031,-4.88948426,8.8924547855,8.7283595046,0.2052251666,1.2523605377,2.6990610725,43.2,42.9,1.85,13.09,3.04,8,4.6,5386,1565,7301,73.7707163402274,"Missaukee County (MI)",14.7,"$41,625"
288,26115,"Michigan","Monroe County",-5.064367984,-2.460106605,-3.682687359,-1.654315117,-10.745985528,-12.861477065,7.534405642,-4.421101678,42.5,41.2,1.99,18.57,5.39,6.7,4.6,43255,26859,74101,58.373031403085,"Monroe County (MI)",10,"$61,962"
289,26117,"Michigan","Montcalm County",-6.100660905,-2.277124454,-2.006880734,1.7338603845,-8.763017754,-8.6508057085,12.6535940795,-0.7184274885,40.9,40.2,1.24,13.11,5.75,8.9,4.3,16907,7874,26556,63.6654616659135,"Montcalm County (MI)",15.6,"$46,877"
290,26119,"Michigan","Montmorency County",-2.541026998,6.3104978876,4.1915202321,0.1081548778,-9.319754646,8.0691459995,28.486391293,5.9908224001,56,53.8,0.87,10.7,2.95,13.4,8.3,3498,1286,5008,69.8482428115016,"Montmorency County (MI)",17,"$37,021"
291,26121,"Michigan","Muskegon County",9.7426492062,-2.44388072,-0.638184308,2.0074977437,-16.388397569,8.6680819219,-1.6813549382,-0.8659487083,39.1,38.8,1.61,18.23,19.06,9.1,4.7,35962,36640,77114,46.6348522965998,"Muskegon County (MI)",18.8,"$44,473"
292,26123,"Michigan","Newaygo County",-1.462095182,-3.094389329,0.5644225644,-1.629923728,-14.225306458,-5.6219856746,20.4277737722,-4.996117525,43,42,1.81,13.87,5.72,7.9,4.1,15174,6212,22605,67.1267418712674,"Newaygo County (MI)",17.2,"$47,221"
293,26125,"Michigan","Oakland County",7.3162896424,3.3374392336,-0.827268839,2.726940902,11.5104283252,12.553400939,2.1730275926,1.18813611,41,40.7,11.85,44.43,23.7,8,4.2,289127,342976,663255,43.5921327392933,"Oakland County (MI)",8.7,"$72,078"
294,26127,"Michigan","Oceana County",-3.155473606,1.4434399453,-0.835231587,-0.911715545,-14.079845193,-3.4589807927,9.1038525559,-0.911715545,43.1,42.5,5.69,16.84,5.26,10.4,5.3,7228,3973,11903,60.7241871797026,"Oceana County (MI)",18,"$42,446"
295,26129,"Michigan","Ogemaw County",-3.00914498,-3.654745236,2.8187855334,5.9841539603,-2.888491488,2.1390492777,13.4763663179,1.6174453673,50.1,48.7,1.53,11.67,3.2,9.8,6.2,6827,3030,10386,65.7327171191989,"Ogemaw County (MI)",17.3,"$37,842"
296,26131,"Michigan","Ontonagon County",-6.283874008,-9.751418751,-11.44819691,-4.507136299,-37.08096675,-31.990625968,4.740680672,-15.057851669,58,54.9,1.67,15.08,3.75,11,6.9,2069,1175,3420,60.4970760233918,"Ontonagon County (MI)",15.8,"$35,894"
