"X","FIPS","STNAME","CTYNAME","RNETMIG2013","RNETMIG2014","RNETMIG2015","RNETMIG2016","elec12","elec16","elec18","elect14to16","medAge16","medAge12","pct_for_born15","pct_bach_deg15","pct_non_white15","pct_unemp12","pct_unemp16","votes_gop_16","votes_dem_16","votes_total_16","repratio","State...County.Name","Poverty","MedianIncome"
392,37103,"North Carolina","Jones County",-3.78599183,-12.28847703,-5.092686902,-16.19642028,-1.3736263736,-37.363576042,7.3836829414,-28.8877982,47,44.7,3.15,13.13,34.9,9.4,6.6,2941,2041,5039,58.3647549116888,"Jones County (NC)",21.5,"$38,873"
393,37105,"North Carolina","Lee County",4.9393501562,-10.56913979,-2.540590561,1.845993774,13.5024509571,-6.3243864208,20.843526343,-10.216246716,38.7,37.4,11.48,20.45,30.8,10.7,5.3,13625,10380,24676,55.2155940995299,"Lee County (NC)",16.9,"$46,723"
394,37107,"North Carolina","Lenoir County",-5.159012999,-7.504401785,-3.578340717,-10.94944342,-6.306784871,-27.191198921,-17.43151724,-18.847014319,42.4,41.6,4.43,12.71,44.8,9.4,9.7,13354,11752,25500,52.3686274509804,"Lenoir County (NC)",20.6,"$39,341"
395,37109,"North Carolina","Lincoln County",4.4113732301,3.6593290809,13.641507193,7.6707515481,5.3558907668,29.3829610521,33.524109836,11.3679357575,43.3,41.7,4.6,20.19,10.73,9.3,4.4,28653,9836,39449,72.6330198484119,"Lincoln County (NC)",12.7,"$50,714"
396,37111,"North Carolina","McDowell County",2.487948997,0.7551444214,0.6667111141,-1.224153665,0.1779520227,2.6856508675,16.508068739,-1.0686827547,44,42.5,3.85,13.47,9.46,10.1,4.4,14517,4645,19557,74.2291762540267,"McDowell County (NC)",18.4,"$41,443"
397,37113,"North Carolina","Macon County",0.7403239658,4.6182539448,10.750946231,8.3432134545,3.3327548996,24.4527375961,35.229034512,12.1621542165,49.5,48.8,5.25,22.53,7.81,10.2,4.7,12035,4841,17336,69.4220119981541,"Macon County (NC)",16.4,"$41,140"
398,37115,"North Carolina","Madison County",13.703518664,4.2514998347,-1.134027925,12.000847119,7.8265254349,28.8218376927,22.955100255,15.7327191961,44.3,43.8,2.74,21.71,4.24,8.9,4.3,6735,3899,10966,61.4171074229436,"Madison County (NC)",18.8,"$40,765"
399,37117,"North Carolina","Martin County",-5.391971018,-5.820622849,-3.854472259,-4.484304933,-20.895686096,-19.551371059,-12.084945057,-10.304927782,46.3,45.1,1.64,13.66,46.66,11.4,6.9,5874,5814,11852,49.5612554843064,"Martin County (NC)",22.5,"$35,561"
400,37119,"North Carolina","Mecklenburg County",15.438221576,11.15032653,13.772120484,13.882648699,27.753989741,54.243317289,19.3747068681,20.5036860082,35,34.4,14.34,42.29,43.32,8.3,4.4,154303,292258,461834,33.4109225392674,"Mecklenburg County (NC)",12.3,"$63,197"
401,37121,"North Carolina","Mitchell County",2.3532487907,-3.942051838,-1.190909392,1.7302189392,-3.6248885464,-1.0494935001,12.4101084973,-3.1973458578,47.7,46.5,2.04,16.84,3.41,11.1,5.5,6225,1585,7948,78.3215903371918,"Mitchell County (NC)",16.4,"$42,530"
402,37123,"North Carolina","Montgomery County",-3.855947617,-6.064480774,3.981953349,-4.782680126,-12.875981441,-10.721155168,-3.295399822,-10.481830733,42.4,41,8.02,14.46,22.79,9.3,5.1,7070,4108,11449,61.7521180889161,"Montgomery County (NC)",21.4,"$40,371"
403,37125,"North Carolina","Moore County",13.979234943,16.287175478,13.723044975,14.181176943,18.5845304892,58.170632339,35.147186834,29.349966372,44.6,45.1,4.93,32.55,17.2,8.2,4.6,30273,16148,47746,63.4042642315587,"Moore County (NC)",11.4,"$54,545"
404,37127,"North Carolina","Nash County",-9.545758993,-3.731897118,-4.563320055,2.1834875089,-8.846708184,-15.6574886571,0.5106518862,-2.0042947691,41.5,40.7,4.18,19.19,45.6,10.8,6.3,23142,23024,46903,49.340127497175,"Nash County (NC)",16.5,"$47,403"
405,37129,"North Carolina","New Hanover County",15.943543552,11.414343465,14.013540451,22.564938354,22.078836834,63.936365822,30.356221581,33.438406067,38.5,37.7,5.53,36.9,18.95,8.1,4.3,54665,50219,108737,50.2726762739454,"New Hanover County (NC)",17.3,"$51,373"
406,37131,"North Carolina","Northampton County",-16.18146013,-5.057925287,-1.262227832,-14.30643298,-29.042630702,-36.808046229,-13.753881043,-20.13508974,49.1,47.1,1.72,11.28,60.04,10.8,6.5,3556,6113,9761,36.4306935764778,"Northampton County (NC)",22.4,"$35,711"
407,37133,"North Carolina","Onslow County",-10.4798705,-20.2618105,-10.4194545,-19.82238767,-17.353581839,-60.98352317,-0.8487277756,-44.09803575,26.3,25.3,4.07,19.32,25.67,7.6,5.2,36342,17156,55364,65.641933386316,"Onslow County (NC)",13.7,"$47,163"
408,37135,"North Carolina","Orange County",7.4017162459,3.8893675131,4.2525700006,8.5452051904,20.3412581771,24.08885895,16.5999697401,7.5299658764,34.4,33.5,12.91,56.63,25.02,5.7,3.9,18373,59105,79830,23.0151572090693,"Orange County (NC)",12.8,"$65,299"
409,37137,"North Carolina","Pamlico County",-7.48976913,5.7460107932,-3.513291955,8.7017873942,-0.0483799400000002,3.4447371024,3.4888039032,13.8266078314,51.8,49.6,2.93,19.3,24.8,8.8,5,4225,2427,6772,62.3892498523331,"Pamlico County (NC)",18.5,"$43,927"
410,37139,"North Carolina","Pasquotank County",-22.34483104,-6.405711971,-3.677962662,-0.811791268,-10.2816211909,-33.240296941,0.9585611716,-9.192386771,38.4,37,3.75,19.37,41.38,9.6,5.8,8082,8455,16964,47.6420655505777,"Pasquotank County (NC)",17,"$43,687"
411,37141,"North Carolina","Pender County",17.676930592,18.55565794,25.422756984,22.328877879,19.1130754945,83.984223395,52.186843099,40.541247113,42.7,41.8,3.61,21.19,23.72,9.6,5.1,17317,9086,27072,63.9664598108747,"Pender County (NC)",15,"$50,437"
412,37143,"North Carolina","Perquimans County",5.1428991257,-5.152362726,-2.295871135,0.3720930233,9.6057903785,-1.933241712,4.9133727508,-4.4858489757,49.2,47.4,2.37,16.32,26.97,9.9,5.9,4143,2291,6595,62.8203184230478,"Perquimans County (NC)",16.9,"$45,052"
413,37145,"North Carolina","Person County",1.5810478267,-3.547321007,3.2172403227,3.1845916717,-5.1425838371,4.4355588141,7.1568338837,-0.1840872703,43.9,42.3,2.79,14.73,31.23,10.5,4.8,11116,7772,19303,57.5869035901155,"Person County (NC)",15.4,"$47,974"
414,37147,"North Carolina","Pitt County",2.8616421911,-1.957742528,1.401326133,1.7207709507,12.7574674203,4.0259967468,8.0347373161,-1.1986696613,32.3,31.3,4.66,29.66,41.32,8.8,5.9,35191,40967,78264,44.9644791986098,"Pitt County (NC)",21.5,"$45,918"
415,37149,"North Carolina","Polk County",14.172182172,5.495179452,8.9276954773,6.4723332271,3.6052889431,35.0673903284,26.090198058,12.0165767813,52.7,50.7,3.14,31.32,8.57,7.6,4.5,6738,3715,10723,62.836892660636,"Polk County (NC)",14.5,"$47,185"
416,37151,"North Carolina","Randolph County",-0.780022979,0.2176683507,0.0210419998,3.1912660088,-2.1009048381,2.6499533803,1.2353721597,3.0929641728,41.5,40.5,6.58,14.52,12.53,9.2,4.4,49156,13074,63615,77.2710838638686,"Randolph County (NC)",14.4,"$45,939"
417,37153,"North Carolina","Richmond County",-4.757219621,-7.833665176,-6.314889325,-8.092332184,-7.760614412,-26.998106306,-2.5122565612,-16.187119533,40.3,39.2,4.06,12.84,37.29,12.7,6.8,10199,8290,18813,54.2125126242492,"Richmond County (NC)",24.9,"$35,367"
418,37155,"North Carolina","Robeson County",-7.427937916,-5.998111706,-6.755603067,-10.92422857,-2.736888824,-31.105881259,-16.763881476,-17.322214389,36.4,35,4.99,12.82,69.92,12.5,11.9,20294,18377,39454,51.4371166421656,"Robeson County (NC)",27.8,"$34,439"
419,37157,"North Carolina","Rockingham County",-6.13234378,0.5987926163,1.0682596089,-1.333180345,-8.026332813,-5.7984718998,-0.279481081,-1.0065661906,44.7,43.3,3.59,13.76,24.49,10.8,5.1,26463,14057,41374,63.9604582588099,"Rockingham County (NC)",18.1,"$41,620"
420,37159,"North Carolina","Rowan County",2.0051363456,3.6609589538,3.3245401655,6.3721982286,-7.125789813,15.3628336935,11.9539813352,9.5764434911,40.5,40.1,4.84,17.59,21.88,11.1,5.1,42388,19208,63078,67.1993404990646,"Rowan County (NC)",16.5,"$47,971"
421,37161,"North Carolina","Rutherford County",-2.565976936,-1.109320541,0.5264939265,1.4920986594,-4.251544437,-1.6567048911,13.2491443529,0.2478607554,44.9,43.4,2.75,16.16,14.65,12.5,6,21694,7451,29764,72.8867087757022,"Rutherford County (NC)",18.6,"$38,699"
422,37163,"North Carolina","Sampson County",-0.313401028,-3.914292648,-5.791642142,-6.759737804,-4.453720895,-16.779073622,0.817689589,-12.819062823,39.9,39,9.46,12.35,38.77,8.7,5.6,14761,10486,25638,57.57469381387,"Sampson County (NC)",19.6,"$41,477"
423,37165,"North Carolina","Scotland County",-6.166238456,-9.443978765,-11.24022819,-0.905733007,-4.0619877717,-27.756178418,-16.931021455,-10.880586318,39.2,38.8,2.2,15.83,53.95,16.1,8.8,6212,7279,13743,45.2011933347886,"Scotland County (NC)",27.6,"$35,138"
424,37167,"North Carolina","Stanly County",3.2703758455,-0.494845361,0.6102891451,3.3600434829,-1.7175963568,6.7458631125,20.817117176,2.2218991529,42,41.3,3.24,16.22,15.11,9.4,4.5,21788,7008,29451,73.9805099996605,"Stanly County (NC)",13.1,"$49,106"
425,37169,"North Carolina","Stokes County",-2.123347167,-2.218799479,-0.346050696,-2.890267621,-9.866393215,-7.578464963,-1.622341155,-5.173692327,45.9,44,1.67,13.56,6.86,8.7,4.4,16976,4645,22182,76.5305202416374,"Stokes County (NC)",12.4,"$48,148"
426,37171,"North Carolina","Surry County",-7.085297665,-0.771690001,-4.720932003,2.0425886685,-5.278032261,-10.5353310005,4.039344889,0.8988338455,43.8,42.1,5.23,14.88,7.68,9,4.4,23495,7438,31663,74.2033288064934,"Surry County (NC)",17,"$38,843"
427,37173,"North Carolina","Swain County",-4.494702672,15.23796024,3.2903948474,-10.30819396,1.9273853742,3.7254584554,11.9407309452,5.000640513,41.1,40.9,1.55,15.89,35.37,11.9,4.6,3557,2186,5982,59.4617184887997,"Swain County (NC)",16.7,"$38,996"
428,37175,"North Carolina","Transylvania County",5.6045445546,6.719163297,9.8607099106,11.536208373,0.1690323708,33.7206261352,32.835138734,18.1945647623,51.4,50,3.68,29.69,9.67,7.7,4.4,10441,6520,17440,59.868119266055,"Transylvania County (NC)",16.6,"$44,578"
429,37177,"North Carolina","Tyrrell County",-4.862630683,-0.243190661,5.3288119172,-26.9541779,-63.84319525,-26.7311873268,26.693038957,-27.683749884,42.4,42.3,7.51,7.99,40.1,10.5,6.4,968,705,1700,56.9411764705882,"Tyrrell County (NC)",27.3,"$33,666"
430,37179,"North Carolina","Union County",14.579853726,20.503899136,14.671805892,14.879571811,17.5019564948,64.635130565,33.43915404,35.053213044,38.1,37.1,9.03,33.37,18.96,7.2,4,66265,34051,103596,63.9648248967142,"Union County (NC)",9,"$72,548"
431,37181,"North Carolina","Vance County",-14.59674809,-0.808607174,-2.47143804,0.2697235334,-10.459290503,-17.6070697706,1.0528691316,-0.8308806756,40.4,39.5,3.72,11.41,56.37,12.8,6.9,7304,12168,19762,36.9598218803765,"Vance County (NC)",24.2,"$34,717"
432,37183,"North Carolina","Wake County",15.005963443,16.023970025,16.89320965,17.649115419,30.881064449,65.572258537,28.148172076,30.068250056,36.1,35.1,12.9,48.98,32.35,6.6,3.9,193607,298353,510940,37.8923161232239,"Wake County (NC)",9.2,"$76,173"
433,37185,"North Carolina","Warren County",-4.44895788,-8.442112968,-5.616040199,-12.26779703,-8.5295952547,-30.774908077,5.2848979123,-20.612313316,48.1,46,3.07,15.42,60.73,11.4,7,3302,6668,10123,32.6187888965722,"Warren County (NC)",26.4,"$36,285"
434,37187,"North Carolina","Washington County",4.4150110375,-16.04129442,-14.60973444,-9.834453368,-34.55933428,-36.0704711905,-17.18137647,-26.511046578,47.2,45.6,2.63,10.41,53.28,13.9,7.2,2560,3490,6115,41.8642681929681,"Washington County (NC)",26.1,"$35,367"
435,37189,"North Carolina","Watauga County",4.1396757254,1.0888876153,11.587441565,18.850845022,19.8265785447,35.6668499277,33.715644708,19.8060095969,31.4,29,3.23,38.36,5.85,6.6,4,13521,13953,28769,46.9985053356043,"Watauga County (NC)",24.3,"$44,014"
436,37191,"North Carolina","Wayne County",-4.606815519,-5.047080677,-6.014639102,-3.463572221,4.1368294555,-19.132107519,-13.143590273,-11.182636786,37.4,36.8,7.34,18.39,42.73,8.2,6.9,27360,21520,49824,54.9132947976879,"Wayne County (NC)",20.6,"$42,421"
437,37193,"North Carolina","Wilkes County",-2.442961218,0.0145927882,0.0877687002,5.451423143,-4.152237017,3.1108234134,4.4810793276,5.101196225,44.6,43.3,3.95,12.82,8.79,9.8,4.4,23613,6596,30844,76.556218389314,"Wilkes County (NC)",16.8,"$41,640"
438,37195,"North Carolina","Wilson County",-2.792608813,-3.60067081,2.2182922847,-0.774664773,-4.2607120944,-4.9496521113,-0.0484139271999999,-5.213847963,40.3,39.5,7.19,18.04,49.13,12.3,7.6,17410,19527,37593,46.3118133695103,"Wilson County (NC)",22.3,"$41,352"
439,37197,"North Carolina","Yadkin County",-2.15189209,-4.742020891,-3.656694666,2.6032327901,-7.940215332,-7.9473748569,-1.0651723583,-2.2441663429,44.2,42.6,5.53,11.95,8.61,8.6,4,13815,3140,17350,79.6253602305475,"Yadkin County (NC)",14,"$46,276"
440,37199,"North Carolina","Yancey County",-0.454881447,2.963300661,2.5639564697,6.8232216978,-3.214914382,11.8955973815,22.1382088112,9.7295358077,47.5,46.2,3.06,19.26,3.47,9.4,4.6,6367,3181,9808,64.9163947797716,"Yancey County (NC)",19.1,"$39,686"
441,39001,"Ohio","Adams County",-8.189166194,-0.213553531,-3.819314308,-3.119733209,-10.652572873,-15.341767242,-4.463172276,-3.831578312,41.4,40.4,0.47,10.51,2.57,11,6.3,8445,2293,11063,76.335532857272,"Adams County (OH)",20.2,"$38,302"
442,39003,"Ohio","Allen County",-3.262223829,-4.326013731,-8.836129526,-6.135914849,-14.47512936,-22.560281935,-11.347488524,-10.423813921,38.8,38.5,1.24,17.36,16.45,7,4.7,29858,12815,44636,66.8921946410969,"Allen County (OH)",15.5,"$47,924"
443,39005,"Ohio","Ashland County",-2.688247845,-2.182297056,1.1836876568,3.6893112973,-3.229031757,0.00245405310000057,3.7676863573,-0.3742763237,39.8,39.6,1.93,20.4,3.06,7.2,4.6,17169,5659,24074,71.3176040541663,"Ashland County (OH)",12.2,"$50,612"
444,39007,"Ohio","Ashtabula County",-4.320691311,-6.651605794,-5.562620004,-2.188517915,-10.830274201,-18.723435024,-5.275512038,-9.38352267,42.5,41.8,1.37,13.31,6.74,8.7,5.5,22755,15191,39809,57.1604411062825,"Ashtabula County (OH)",18.2,"$43,668"
445,39009,"Ohio","Athens County",-1.842290633,1.468746618,17.012683016,7.627361839,-11.434214011,24.26650084,-11.0163584237,4.427040261,28.9,27.2,4.35,29.15,8.96,7.6,5.4,10816,15552,27941,38.7101392219319,"Athens County (OH)",28.8,"$38,131"
446,39011,"Ohio","Auglaize County",0.41473397,-2.139878158,-2.141444601,-0.196590251,-6.653167845,-4.06317904,-3.908606603,-3.078875117,40.7,40.7,1.13,17.45,2.61,5.5,3.6,18130,3825,22860,79.3088363954506,"Auglaize County (OH)",9.2,"$59,543"
447,39013,"Ohio","Belmont County",1.0483836222,-0.575879296,-3.398016137,-2.413825696,-2.560083411,-5.3393375068,-7.593290517,-2.773750256,44.1,43.6,1.07,15.09,6.51,7.9,6.2,20729,8652,30537,67.8815862723909,"Belmont County (OH)",15.7,"$45,661"
448,39015,"Ohio","Brown County",-4.027513802,-4.315974786,-5.135344867,-0.618330051,-15.437370207,-14.097163506,0.9875980768,-4.888873523,41.9,40.8,0.59,12.1,2.76,9.1,5.1,14257,4270,19139,74.4918752285908,"Brown County (OH)",16.7,"$51,504"
449,39017,"Ohio","Butler County",-2.153836201,3.0167450824,2.8167323504,3.10680847,-4.03709088,6.7864497018,5.1887306902,4.1293884312,36.6,36.4,5.23,28.41,13.97,7,4.2,104441,56700,168422,62.011494935341,"Butler County (OH)",12.4,"$63,094"
450,39019,"Ohio","Carroll County",-9.577633409,-1.844298635,-12.21149886,-3.03588854,-9.1271185,-26.669319444,-16.011015835,-4.986589019,45,44,0.93,11.36,2.83,7.2,6.1,9067,3124,12807,70.7972202701648,"Carroll County (OH)",12.8,"$48,616"
451,39021,"Ohio","Champaign County",-3.872045351,-10.28853745,-2.0506248,-5.458993176,-13.811233099,-21.670200777,0.6456762545,-15.849397336,41.9,40.6,0.7,15.54,5.56,6.6,4.2,12314,4488,17597,69.9778371313292,"Champaign County (OH)",11.1,"$56,203"
452,39023,"Ohio","Clark County",-2.702682961,-1.780532841,-2.977328197,-5.990215981,-7.331894673,-13.45075998,1.3293944055,-7.983240396,41.4,41,2.11,18.06,13.76,7.1,4.7,34311,22666,59620,57.5494800402549,"Clark County (OH)",15.7,"$47,410"
453,39025,"Ohio","Clermont County",1.6003400723,1.9109706636,-0.520585436,2.8988012198,0.8874218813,5.8895265197,6.9843287521,4.4614178562,39.9,39.1,2.29,27.1,4.63,6.8,4.1,65960,26096,96455,68.384220621015,"Clermont County (OH)",10.6,"$61,203"
454,39027,"Ohio","Clinton County",-1.004172096,-3.156610948,-1.076503517,-1.051750926,-5.469338985,-6.289037487,3.0023071313,-4.399671628,39.5,39,1.04,15.82,5.34,10.1,5.4,13466,3943,18100,74.3977900552486,"Clinton County (OH)",13.4,"$53,234"
455,39029,"Ohio","Columbiana County",-4.845553852,-1.852797157,-5.837805974,-6.740689602,-10.854361513,-19.276846585,-7.775402956,-8.678564179,44,43,0.95,13.91,4.74,7.5,6.1,31086,12273,45261,68.6816464505866,"Columbiana County (OH)",17.2,"$46,873"
456,39031,"Ohio","Coshocton County",-3.752957494,-4.696181622,-1.203715103,-1.229608984,-5.259172705,-10.882463203,-4.0750277476,-6.226127803,41.7,41.4,0.53,12.15,3.05,8.8,6.1,10381,3908,14961,69.3870730566139,"Coshocton County (OH)",12.7,"$45,777"
457,39033,"Ohio","Crawford County",0.1637695061,-5.263281562,-0.330477067,-3.435611894,-21.22852291,-8.8656010169,-8.917262395,-9.215822895,43.1,42.7,0.94,12.62,3.18,9.1,5.5,13265,4518,18702,70.9282429686665,"Crawford County (OH)",13.9,"$44,336"
458,39035,"Ohio","Cuyahoga County",-1.252983341,-3.045760355,-4.591218957,-4.409953828,-11.293086953,-13.299916481,-9.521813047,-10.378093957,40.3,40.5,7.05,30.51,36.39,6.2,5.2,179894,383974,583230,30.8444352999674,"Cuyahoga County (OH)",18.3,"$46,703"
459,39037,"Ohio","Darke County",-3.911579229,-3.943036521,-3.321972061,-6.815527045,-11.552484044,-17.992114856,-7.6527681,-10.911691198,42.1,41.5,0.96,12.33,2.35,6.2,3.7,19698,4395,25000,78.792,"Darke County (OH)",10.7,"$52,771"
460,39039,"Ohio","Defiance County",-8.683180215,-2.023635019,-5.517097798,-5.334449035,-11.726069099,-21.558362067,-1.7279419553,-8.162349254,40.1,39.6,1.76,16.7,8,6.9,4.3,11478,5282,17795,64.5012644001124,"Defiance County (OH)",10.4,"$52,210"
461,39041,"Ohio","Delaware County",16.589041956,14.875918407,14.165941648,13.146396529,20.4653358804,58.77729854,29.983493195,26.31489245,38.6,38,6.09,51.83,11.03,4.9,3.4,55660,39584,100101,55.6038401214773,"Delaware County (OH)",4.7,"$102,990"
462,39043,"Ohio","Erie County",-3.27901105,-2.37044841,-3.690891172,-2.407042928,-3.414110549,-11.74739356,-0.683276229,-5.185735231,44.7,43.9,1.67,21.25,13.43,7.8,5,19301,15692,36730,52.5483256193847,"Erie County (OH)",12.5,"$51,354"
463,39045,"Ohio","Fairfield County",6.518904824,7.5750991181,2.9513491645,6.7334083684,-0.843750816,23.778761475,15.5654518232,13.252138854,39.3,38.9,2.78,25.98,10.56,6.1,4,43163,24150,70542,61.187661251453,"Fairfield County (OH)",9.7,"$65,198"
464,39047,"Ohio","Fayette County",-2.262916028,-0.488400488,-1.083064023,2.2355735643,-10.143989474,-1.5988069747,3.2102704527,1.2936583363,40.3,40.1,1.54,14.05,5.52,7.5,4,7763,2672,10817,71.7666635850975,"Fayette County (OH)",16,"$44,257"
465,39049,"Ohio","Franklin County",8.4547256143,7.7737158557,7.8130539939,5.883579529,11.8930774347,29.9250749929,13.6764010538,8.6025896498,34,33.7,9.75,37.57,31.16,5.9,3.9,192328,335961,554711,34.6717479912964,"Franklin County (OH)",16.6,"$56,090"
466,39051,"Ohio","Fulton County",-4.87412455,1.5602652451,-4.392282806,-1.395079389,-11.233769371,-9.1012214999,-2.530881951,-0.000296821399999869,41,40.6,1.65,17.22,5.78,6.7,4,13419,5981,20693,64.848016237375,"Fulton County (OH)",8.9,"$56,504"
467,39053,"Ohio","Gallia County",-6.26979615,-8.864320293,-6.557269013,-1.72205388,-8.167622994,-23.413439336,-6.251765761,-10.422825828,41.1,40.4,1.17,15.11,5.57,9,5.8,9567,2564,12588,76.0009532888465,"Gallia County (OH)",20.6,"$42,074"
468,39055,"Ohio","Geauga County",-0.437021009,-0.159699339,-1.191971222,-0.958308266,0.3039531878,-2.746999836,-0.106454447,-1.660985359,44.5,43.9,2.73,37,3.26,4.7,4.1,29577,17165,48736,60.6881976362443,"Geauga County (OH)",5.8,"$77,938"
469,39057,"Ohio","Greene County",-5.349581112,1.8076743995,-4.60839299,3.8532254835,11.5861584718,-4.297074219,12.4870843904,2.5324667475,38.2,37.3,4.85,37.14,13.87,6.4,4.1,47506,28023,79633,59.6561726922256,"Greene County (OH)",12.1,"$62,751"
470,39059,"Ohio","Guernsey County",-4.473823108,0.0503829101,-7.410686058,-5.191698373,-7.324878027,-17.0258246289,-3.118212952,-5.342847103,42.5,41.8,0.92,13.46,4.15,7.9,6.1,11164,4286,16156,69.1012626887843,"Guernsey County (OH)",18.6,"$43,519"
471,39061,"Ohio","Hamilton County",-0.59966956,-0.73906943,-1.148856708,-1.083162984,-8.241541389,-3.570758682,-0.0925463853,-4.483378381,36.8,37.1,4.99,34.97,31.25,6.9,4.2,169972,207587,395000,43.0308860759494,"Hamilton County (OH)",16,"$53,344"
472,39063,"Ohio","Hancock County",-0.741574522,-7.689707062,2.3722748658,-0.198180701,5.3517215225,-6.2571874192,-1.805459594,-9.757282066,39,38.8,2.87,25.81,6.63,5.5,3.4,23777,9419,35216,67.5176056338028,"Hancock County (OH)",10,"$56,406"
473,39065,"Ohio","Hardin County",1.5780835753,-1.385412239,-6.277107484,-8.152518716,-19.580796203,-14.2369548637,-2.1967766673,-10.199150432,35.9,35.5,1.31,13.52,3.85,6.5,4.7,8541,2870,12014,71.0920592641918,"Hardin County (OH)",13.3,"$46,969"
474,39067,"Ohio","Harrison County",-3.324489339,-2.763762574,-4.465007927,-6.985474131,-3.117316291,-17.538733971,0.6585437795,-9.749236705,45.7,44.9,0.4,8.65,4.16,7.7,6.5,5021,1663,6956,72.1822886716504,"Harrison County (OH)",16.8,"$44,274"
475,39069,"Ohio","Henry County",-3.774534474,-9.420682187,-5.012622364,-7.307537725,-16.254447641,-25.51537675,-9.347832778,-16.583841641,41.1,40.5,1.42,16.08,5.74,6.9,4,9136,3690,13671,66.8275912515544,"Henry County (OH)",8.3,"$57,752"
476,39071,"Ohio","Highland County",4.7825784134,-4.821734897,-3.440340315,-0.558418744,-18.247972799,-4.0379155426,-0.6529665561,-5.635149237,40.7,40.2,0.75,12.13,3.77,9.5,5.6,13005,3436,17048,76.2846081651807,"Highland County (OH)",19.8,"$44,729"
477,39073,"Ohio","Hocking County",-23.36134164,3.031464511,-9.433467848,-5.027599058,-6.294008105,-34.790944035,0.6683730606,-2.100667806,42.9,42,0.89,15.06,2.58,7.3,4.9,8282,3713,12513,66.187165348038,"Hocking County (OH)",14.5,"$47,799"
478,39075,"Ohio","Holmes County",-0.645696891,-6.797194155,-7.117762467,-9.802692321,-8.320065397,-24.363345834,-16.066634069,-16.645658827,31.1,30.1,0.93,7.77,1.29,4.6,3.4,8578,1766,10823,79.2571375773815,"Holmes County (OH)",11.7,"$58,783"
479,39077,"Ohio","Huron County",-9.083129274,-6.131207848,-7.525870179,-2.124906821,-11.649612585,-24.865114122,-3.404302132,-8.443457131,39.9,39,2.82,13.09,5.25,10.2,5.2,15930,7080,24332,65.4693407857965,"Huron County (OH)",12.2,"$51,278"
480,39079,"Ohio","Jackson County",-3.836609168,-1.95184434,-6.918720343,-1.5672777,-12.217953239,-14.274451551,-3.8515936762,-4.007083126,39.8,39.5,0.95,17.18,3.03,11.1,7.1,9618,3142,13239,72.6489916156809,"Jackson County (OH)",18.1,"$45,168"
481,39081,"Ohio","Jefferson County",-1.199786379,-0.499893405,-0.797890024,-4.582310496,-6.191644086,-7.079880304,-8.575476626,-4.935176429,44.7,44.2,1.27,15.11,8.35,10.5,7,20668,9483,31346,65.9350475339756,"Jefferson County (OH)",16.3,"$43,558"
482,39083,"Ohio","Knox County",-0.31244861,0.508813971,-2.393776182,-3.462308424,-8.1177903095,-5.659719245,12.8001148251,-2.8878410373,39.3,38.7,1.4,21.85,3.54,6.1,4,18563,7959,27768,66.8503313166235,"Knox County (OH)",12.7,"$53,375"
483,39085,"Ohio","Lake County",3.1415754,-1.078371051,1.0353430444,-0.091403501,-1.135886935,3.0071438924,6.9741558941,-2.439469499,43.9,42.9,5.73,26.27,7.45,5.2,4.4,62627,45056,112790,55.5253125277064,"Lake County (OH)",8.6,"$61,946"
484,39087,"Ohio","Lawrence County",-3.2422231,-4.489901773,-8.378656475,-1.661225195,-5.650795234,-17.772006543,-8.421388174,-5.794528271,41.9,40.9,0.45,14.66,4.6,8,5.6,18240,6849,25949,70.2917260780762,"Lawrence County (OH)",17.9,"$42,132"
485,39089,"Ohio","Licking County",2.719857639,3.1667391761,5.187701266,5.8551393004,-0.1678616876,16.9294373815,17.37488595,8.2109564819,39.9,39.7,1.9,22.83,7.25,6.1,4,49346,26360,79399,62.1493973475736,"Licking County (OH)",11.7,"$58,902"
486,39091,"Ohio","Logan County",-2.180520682,0.2641135688,-4.871006491,-3.450487713,-12.194387498,-10.2379013172,3.6897372085,-3.692591818,41.2,40.7,1.38,15.69,4.87,6.5,3.9,15586,4537,21007,74.1943161803208,"Logan County (OH)",12.2,"$53,760"
487,39093,"Ohio","Lorain County",3.3764399888,3.2392502321,1.793845503,3.0489149882,-2.906469652,11.4584507121,8.5406972376,4.4381056365,41.4,40.8,2.77,22.81,14.69,6.9,5.6,65346,64958,136654,47.8185783072577,"Lorain County (OH)",12.4,"$54,951"
488,39095,"Ohio","Lucas County",-4.007437474,-6.906737227,-4.957485873,-4.360733545,-17.238887913,-20.232394119,-11.280043218,-12.335522921,37.9,37.6,3.42,24.23,27.03,7.7,5,74102,107363,191684,38.6584169779429,"Lucas County (OH)",19.8,"$45,251"
489,39097,"Ohio","Madison County",6.909984696,15.084650566,2.9281579843,-17.05201321,-13.169592788,7.8707800363,23.5614100782,-2.769737674,40.6,40,1.57,17.05,9.52,5.7,3.6,11319,4662,16754,67.5599856750627,"Madison County (OH)",11.8,"$60,039"
490,39099,"Ohio","Mahoning County",-2.595369181,-1.79573129,-2.914292714,-4.06680814,-5.458422339,-11.372201325,1.1172189159,-7.149480188,43.7,43.2,2.89,22.18,19.75,7.6,5.8,52808,56188,112827,46.8043996561107,"Mahoning County (OH)",18.7,"$42,839"
